dataset,sample_id,urdu_text,audio_duration_sec,ref_gen_similarity,ref_self_similarity
urduspeech,urduspeech_41,مجھے بتاؤ، وویک، آپ کا مسئلہ کیا ہے؟,2.967,0.693681538105011,1.0000001192092896
urduspeech,urduspeech_42,میں ویشنو دیوی مندر کی زیارت کے بارے میں کچھ معلومات چاہتی تھی۔,3.724,0.7900717854499817,1.0
urduspeech,urduspeech_43,یہ واقعی ایک تجربہ ہوتا ہے۔,2.085,0.6970289945602417,1.0
urduspeech,urduspeech_44,یہاں تک کہ یہ بھی زیادہ نہیں ہے۔,2.375,0.6054302453994751,1.0000001192092896
urduspeech,urduspeech_45,براہ کرم مجھے بتائیے آپ کو کیا معلوم کرنا ہے۔,3.879,0.734619677066803,1.0
urduspeech,urduspeech_46,ایس بی آئی انٹرنیٹ بینکنگ فراہم کرتا ہے۔,3.279,0.6682093143463135,1.0
urduspeech,urduspeech_47,جی ایچ آئی نگر، فلاں فلاں اسٹریٹ، فلاں فلاں۔,3.015,0.6443319916725159,1.0
urduspeech,urduspeech_48,کیا یہ بات کرنے کا صحیح وقت ہے؟,2.092,0.6425637602806091,1.0
urduspeech,urduspeech_49,جی ہاں، ضرور، میم۔,2.192,0.6060274839401245,1.0
urduspeech,urduspeech_50,ہاں، سر، میں تقریبا ہر چیز پر سے اپنی توجہ کھو رہا ہوں، اور میں بہت پریشان رہتا ہوں۔,6.293,0.7313999533653259,1.0
urduspeech,urduspeech_51,اس نے کتنے سال تک کھیلا؟,1.746,0.6338558197021484,1.0000001192092896
urduspeech,urduspeech_52,میں نے فارم بھرے، پوسٹ کے ذریعے ڈی ڈی چیک بھیجے، سب کچھ کیا۔,4.736,0.7172990441322327,1.0000001192092896
urduspeech,urduspeech_53,یہ میرے لیے خوشی کی بات ہے،  جناب۔,2.636,0.6715797185897827,1.0
urduspeech,urduspeech_54,کیا حال ہے، یار؟,1.573,0.6629220843315125,1.0
urduspeech,urduspeech_55,تھراپی آپ کے لیے مددگار ثابت ہوگی۔,2.627,0.7145344018936157,1.0
urduspeech,urduspeech_56,ہم آپ کے لیے کیا کر سکتے ہیں؟,2.127,0.6041202545166016,1.0000001192092896
urduspeech,urduspeech_57,بالکل! اب آپ کو اتنا کرنا ہے کہ آپ اسے لے کر بیٹھ جائیں اور سارے اسٹیپ فالو کریں اور اسے پورا کر دیں۔,8.199,0.7237088084220886,1.0
urduspeech,urduspeech_58,وہاں پر ساؤتھ انڈیا کے مسالا دوسا سے لے کر راجما چاول تک آئٹموں کی ایک وسیع رینج ہے۔,5.887,0.7378163933753967,1.0000001192092896
urduspeech,urduspeech_59,بالکل، مجھے جلدی نہیں ہے۔,3.039,0.6839337348937988,1.0
urduspeech,urduspeech_60,ٹھیک ہے جناب۔,1.912,0.7241880297660828,1.0
