dataset,sample_id,urdu_text,audio_duration_sec,ref_gen_similarity
fleurs,13,اکثر و بیشتر طعن و تشنیع کا شکار قاعدہ ثلاثی کسی تصویر میں نظم و ضبط کو برقرار رکھتے ہوئے حرکیت پیدا کرنے کے لئے واحد ہدایت کا کام کرتا ہے,16.32,0.6685537099838257
fleurs,14,خون کے بہاؤ کو جاری رکھنے کے ساتھ-ساتھ مطمئن رکھنے کیلئے جسم کے ذریعہ عصبی حرکات بھیج کر عصبی نظام حیاتیات کو برقرار رکھتا ہے,17.7,0.7201704382896423
fleurs,15,ہوا اور لہروں کے ذریعہ فضا میں اڑانے والے متآثرہ پانی کا سانس لینے سے انسان متاثر ہوسکتے ہیں,10.56,0.7114048600196838
fleurs,16,اس کا مطلب ہے کہ آپ کچھ دنوں کے لیے دن کے مکمل حصے میں تاریخی شہر کا دورہ کر سکتے ہیں اور رات میں واپس آ کر جہاز پر سو سکتے ہیں,9.9,0.6233823895454407
fleurs,17,کچھ ممالک میں پہلی بار جرم سرزد کرنے والوں کیلئے بھی نہایت ظالمانہ سزا موجود ہے ان میں 10 سالوں تک جیل یا موت کی سزا شامل ہے,10.92,0.5775935649871826
fleurs,18,تلوار بازی کا جدید کھیل یونیورسٹی میں پڑھنے والے طلبہ سے لے کر پیشہ ور اور اولمپک کے مقابلوں تک کافی سطحوں پر کھیلا جاتا ہے,12.12,0.6929946541786194
fleurs,19,لونو میں 160-120 کیوبک میٹر ایندھن تھا جب یہ خراب ہو گیا اور تیز ہوا اور لہروں نے اس کو ساحل پر بنی روکاٹ میں دھکیل دیا,12.48,0.6697821617126465
fleurs,20,انسان ہزاروں برسوں سے بڑی بینائی کے لئے چشمے بناتے رہے ہیں اور اسے استعمال کرتے رہے ہیں,8.7,0.7047733664512634
fleurs,21,زیادہ تر ٹیلی ویژن لوگوں کو خوش کرنے کیلئے بنائے گئے ہیں,6.96,0.706164538860321
fleurs,22,بہت سی عمارتیں دیکھنے کے لحاظ سےکافی خوبصورت ہیں اور کسی بلند عمارت سے یا کسی بہترین جگہ پر موجود کھڑکی سے اس کا نظارہ قابل دید ہوتا ہے,10.08,0.6840129494667053
fleurs,23,ڈاؤن ہل سنو اسپورٹس جس میں اسکیئنگ اور اسنوبورڈنگ شامل ہیں وہ مقبول ترین کھیل ہیں جس میں کھلاڑی برف سے ڈھکی چٹانوں پر اسکیز یا اپنے پیر میں اسنوبورڈ لگا کر نیچے کی طرف پھسلتے ہیں,18.06,0.6414352655410767
fleurs,24,میں خوش ہوں کہ ایسے لوگ موجود ہیں جو میری حمایت پر آمادہ ہیں,6.72,0.6990687251091003
fleurs,25,سردست کربی میکسلو قلعہ ایک حقیقی قلعے سے زیادہ ایک مضبوط گھر کی حیثیت رکھتا ہے,9.12,0.5872650742530823
fleurs,26,اب جاپان کے لئے جاپان ایک جزیروں پر مُشتمل ملک تھا بالکل برطانیہ کی طرح,8.82,0.7266467809677124
fleurs,27,تمہارا پاسپورٹ سفر کی تاریخوں سے 6 ماہ بعد تک صالح رہنا چاہئے اپنے قیام کی مدت ثابت کرنے کے دونوں طرف کے سفر کا یا روانگی کا ٹکٹ درکار ہے,14.88,0.7108825445175171
fleurs,28,1995ء میں اسے پارٹیزن کی تاریخ میں بہترین کھلاڑی قرار دیا گیا,6.96,0.6949166059494019
fleurs,29,اپنے عروج پر، سرطانی طوفان گونو، جسے مالدیپ کی زبان میں کھجور کے پتوں کے تھیلے کا نام دیا گیا ہے، ہوائیں 240 کلومیٹر فی گھنٹہ 149 میل فی گھنٹہ کی رفتار سے پہنچ گئیں۔,16.86,0.6546716094017029
