dataset,sample_id,urdu_text,audio_duration_sec,ref_gen_similarity,ref_self_similarity
urduspeech,urduspeech_11,گھریلو طور پر ہندوستان کا زیادہ تر انحصار بنگالی مصنوعات جیسے چاول، ریشم اور روئی کے کپڑے پر تھا۔,8.808,0.7702281475067139,1.0
urduspeech,urduspeech_12,قرآن مجید اسلام کا اصل الاصول ہے، اس کے جمع کرنے کا فخر جس مقدس انسان کو حاصل ہوا وہ حضرت زید بن ثابت رضی اللہ عنہ انصاری کاتِبُ الْوَحْی ہیں۔,13.099,0.7695423364639282,1.0000001192092896
urduspeech,urduspeech_13,سنہ دو ہزار نو عیسوی میں انہیں اسلام آباد سے گرفتار کیا گیا تھا کیونکہ وہ عدلیہ کی آزادی کے حق میں چلنے والی تحریک کا حصہ تھیں۔,10.664,0.8241355419158936,1.0
urduspeech,urduspeech_14,حضرت ابو درداء رضی اللہ تعالیٰ عنہ کا شمار علمائے اصحاب میں ہے، صحابۂ کرام ان کو نگاہِ عظمت سے دیکھتے تھے۔,8.023,0.8084604144096375,1.0
urduspeech,urduspeech_15,فلائیٹ لیفٹیننٹ غلام مرتضٰی ملک شہید ملک کالا خان، کہوٹہ، راولپنڈی میں ایک دینی مسلمان گھرانے میں پیدا ہوئے۔,9.567,0.7755656242370605,1.0
urduspeech,urduspeech_16,زؤچوان کاؤنٹی لاطینی چین کا ایک عوامی جمہوریہ چین کی کاؤنٹیاں جو جنژونگ میں واقع ہے.,7.655,0.7798088788986206,1.0
urduspeech,urduspeech_17,اس مسلئہ سے بآسانی یہ کلیہ اخذ کیا جا سکتا ہے۔,3.991,0.7421503067016602,1.0
urduspeech,urduspeech_18,ہرش اور پُلکیشن کے درمیان جنگ کی تاریخ پر جدید محققین نے اختلاف کیا ہے۔,5.991,0.8011317253112793,1.0000001192092896
urduspeech,urduspeech_19,ایکالینن کا مرکز جھیل کُروس یروی کے کنارے ہے جو ہائی وے تین ای بارہ کے کنارے پر ہے اور خوبصورت جھیل شمار ہوتی ہے۔,9.036,0.754263699054718,1.0000001192092896
urduspeech,urduspeech_20,کشیارا کو دریائے کالنی کے نام سے بھی جانا جاتا ہے جب اس کے ساتھ سورما سے آنے والی ایک بڑی شاخ شاخی نہر شامل ہو جاتی ہے.,10.122,0.7523019313812256,1.0
urduspeech,urduspeech_21,عبد الالہ بن علی عربی عبد الإلہ شاہ حجاز علی بن حسین کا بیٹا شاہ غازی کا چچا زاد بھائی اور بردار نسبتی تھا.,10.198,0.791021466255188,1.0000001192092896
urduspeech,urduspeech_22,کنڑ ادب کے تین جواہر آدی کَوی پمپا، سری پونّا اور رنّا اسی دور سے تعلق رکھتے تھے۔,8.073,0.7396594285964966,1.0
urduspeech,urduspeech_23,بنگلورو کے بانی کیمپے گوڈا نے سولہویں صدی عیسوی میں تزئین و آرائش کی، مندر گاوی گنگادھریشور ایک فن تعمیر کا عجوبہ ہے جو یقین والوں کو اپنی طرف متوجہ کرتا ہے۔,14.376,0.747643768787384,1.0
urduspeech,urduspeech_24,اجناس کی بڑھتی ہوئی قیمتیں، بے روزگاری، اقتصادی جمود اور خوراک کے بحران پر عام ناراضگی کی وجہ سے کانگریس پارٹی کی لوک سبھا میں انتخابات کے بعد اکثریت کم ہو گئی۔,12.59,0.8052294254302979,1.0
urduspeech,urduspeech_25,خشک سالی بھی نہیں سردی ہی پڑتی ہے اور كسان ان ركاوٹوں اور نقصانات سے اس طرح نمٹتے ہیں۔,6.533,0.7543138861656189,1.0000001192092896
urduspeech,urduspeech_26,جینوم کی مدد سے افزائش نسل کے طریقوں کا استعمال کرتے ہوئے ان کی ٹیم نے چنے کی مضبوط قسمیں تیار کی ہیں، جن میں قحط مزاحم قسم بھی شامل ہے۔,10.448,0.7469869256019592,1.0
urduspeech,urduspeech_27,مکندرا ہلز نیشنل پارک کوہِسْتانی ہے اور اس میں مختلف قسم کے پودے، درخت اور جانور ہیں۔,7.519,0.7437954545021057,1.0
urduspeech,urduspeech_28,اتّر پردیش ہریانہ گجرات بہار مہاراشٹر,5.143,0.8101813197135925,1.0
urduspeech,urduspeech_29,شہدائے ھفت تیر میٹرو اسٹیشن,2.449,0.7321445941925049,1.0
urduspeech,urduspeech_30,کالج کیمپس کے قریب کفایتی تھرفٹ اسٹوروں میں ہمیشہ نامور برانڈ کے کپڑوں کا ذخیرہ ہوتا ہے۔,6.655,0.7567175626754761,1.0000001192092896
