dataset,sample_id,urdu_text,audio_duration_sec,ref_gen_similarity,ref_self_similarity
fleurs,fleurs_14,جس عہد میں یہ واقعات پیش آئے اسے عام طور پر 11ویں، 12ویں، اور 13ویں صدی 1000–1300عیسوی میں یوروپی تاریخ عہد کا قرون وسطی کہا جاتا ہے۔,9.18,0.5411517024040222,1.0
fleurs,fleurs_15,ایلویس بنیادی طور پر دو یا دو سے زیادہ دھاتوں کا مرکب ہوتا ہے یہ مت بھولئے کہ کیمیائی دوری جدول پر بہت سے عناصر موجود ہوتے ہیں,8.7,0.6235525012016296,1.0000001192092896
urduspeech,urduspeech_01,احمد شاہ ابدالی نے کُل سات حملے کیے جن میں سے چوتھے اور پانچویں حملے میں دہلی پہنچا۔,6.525,0.6718866229057312,1.0
urduspeech,urduspeech_02,انہیں اطلاع ملی کہ ایک ظالم کمانڈر نے دو نو عمر لڑکیوں کو اغواہ کر لیا ہے، ان کے سر مونڈ دئے ہیں اور انہیں مردانہ لباس پہنا کر اپنے فوجی کیمپ لے گیا ہے جہاں کٸی بار ان کی عصمت دری کی گٸی ہیں ۔,15.675,0.6816476583480835,1.0
urduspeech,urduspeech_03,گگّو یا گگو منڈی ضلع وہاڑی کی تحصیل بورے والا میں ملتان دہلی روڈ پر بورے والا عارفوالہ کے درمیان واقع ایک قصبہ ہے ۔,10.621,0.6975470185279846,1.0000001192092896
urduspeech,urduspeech_04,اس شمارے کے مشمولات بھی حسب معمول مجلس ادارت کے ذوق سلیم اور حسن انتخاب کی عمدہ مثال ہیں ۔,8.119,0.6889263391494751,1.0
urduspeech,urduspeech_05,شہاب الدین سہروردی عبد القادر جیلانی سے بیعت نہیں تھے اس کے باوجود بچپن ہی سے آپ کو غوث الاعظم کی عنایت حاصل تھی ۔,9.888,0.7112839221954346,1.0
urduspeech,urduspeech_06,اگر کسی وفاقی عہدیدار جیسے وزیر اعظم،وفاقی وزیر،وغیرہ کو برطرف کرنا ہوتا ہے تو وفاقی قانون ساز ایوانوں مثلا قومی اسمبلی اور سینیٹ میں بل پیش کیا جاتا ہے۔,14.633,0.7243635654449463,1.0
urduspeech,urduspeech_07,ایک چوتھائی دارالحکومت تہران میں تھے، جہاں گروپوں کو باغوں میں مشق کرتے دیکھا جا سکتا تھا، قدامت پسند مخالفت کرتے تھے۔,9.282,0.751244068145752,1.0
urduspeech,urduspeech_08,ہندوستان کی جنگ آزادی میں اہل بليا نے بھی اہم کردار ادا کیا ۔,5.278,0.6781917810440063,1.0
urduspeech,urduspeech_09,سابق فرنٹل ایوی ایشن اور طيارہ شکن فورسز کو فضائی افواج اور فضائی دفاعی افواج کے طور پر ضلع کے فوجی کمانڈروں کے ماتحت منظم کیا گیا ۔,11.08,0.6957134008407593,1.0000001192092896
urduspeech,urduspeech_10,عزالدین حسین کے سات بیٹے تھے جو حکمرانی کے منصب پر فائز ہوئے ۔,5.136,0.6371985673904419,1.0
urduspeech,urduspeech_11,اسی طرح ابوسفیان بن حرب جنھوں نے قبول اسلام سے پہلے غزوہ بدر کے بعد تمام غزوات میں رئیس قریش کی حیثیت سے رسول اللہ صلی اللہ علیہ وسلم کا مقابلہ کیا تھا اسی اموی خاندان کے ایک رکن تھے ۔,16.406,0.6867069005966187,1.0
urduspeech,urduspeech_12,شعلے کے بجٹ اور باکس آفس کی کمائی کے صحیح اعداد و شمار دستیاب نہیں ہیں، لیکن فلمی تجارت کے ذرائع اس کی کامیابی کے تخمینے فراہم کرتے ہیں۔,10.712,0.7112625241279602,1.0
urduspeech,urduspeech_13,جنکا تعلق چترال کے معروف زوندرے قبیلے کی ایک قدیم شاخ شیرے زوندرے سے ہے ۔,6.467,0.6697089672088623,1.0000001192092896
urduspeech,urduspeech_14,نغمہ نگاری کے حوالے سے اِن سب شعرا کا اپنا اپنا اسلوب تھا بابا عالم سیاہ پوش کا انداز سب سے جُدا تھا ۔,9.002,0.7111845016479492,1.0
urduspeech,urduspeech_15,اگرچہ نئے مقررہ لنگر کو کوہ پیما شاذ و نادر ہی لگاتے ہیں، لیکن موجودہ مقررہ لنگر پر ان کا انحصار زندگی اور موت کے درمیان فرق کا باعث بنتا ہے۔,11.485,0.7340716123580933,1.0
