domain,ref,gen,stem,ok,tts_model,formal_subset,mcd_db,mcd_db_librosa,f0_rmse_cents,f0_rmse_cents_raw,f0_fpe_cents,f0_gpe,f0_mae_hz,n_dtw_frames,n_f0_frames_used,fastdtw_dist
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_20.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_20.wav,urduspeech_20,True,edgetts,,3.6654497524969267,478.60378755422397,414.41243991159945,414.41258547752903,160.01908111353555,0.41346153846153844,21.750289474211105,721,312,64334.791274180505
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_21.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_21.wav,urduspeech_21,True,edgetts,,7.10308487161813,523.1860924678505,550.1316753883663,562.4139595309183,178.31355389085496,0.5810493343774471,30.74535566697894,1687,1277,165086.99196110966
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_22.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_22.wav,urduspeech_22,True,edgetts,,7.619829132137017,483.6743603133566,490.8117267891747,493.27624446010844,164.53072411059424,0.5773067331670823,28.112865869717584,1172,802,113088.00773655415
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_23.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_23.wav,urduspeech_23,True,edgetts,,4.557826461055546,457.82595243098365,509.8765029359401,534.5253478485947,144.71215768673105,0.4371584699453552,30.18377426927196,668,366,55120.015533197475
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_24.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_24.wav,urduspeech_24,True,edgetts,,6.811417170425354,447.06588014876655,517.6638806897217,517.6949249413378,165.13831000022958,0.5593922651933702,29.68072132736961,1873,1448,177895.6534213853
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_25.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_25.wav,urduspeech_25,True,edgetts,,5.444034791920418,443.42371559548155,419.1673045952541,434.36936294453324,162.2093511763468,0.4963768115942029,22.351223054652348,483,276,39947.464451240594
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_26.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_26.wav,urduspeech_26,True,edgetts,,4.9369771207096,496.2479771819814,647.0110991950418,739.4433038222498,151.17678327473294,0.7269736842105263,42.328194121678685,560,304,51042.15303838023
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_27.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_27.wav,urduspeech_27,True,edgetts,,5.7601763837337865,459.77677244002666,464.6849699066105,467.1877854725124,159.1546730573624,0.5151033386327504,23.651103478083492,899,629,73773.58637993145
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_28.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_28.wav,urduspeech_28,True,edgetts,,6.563067534988257,467.8904205181643,497.3349638683184,498.3159794247385,161.1991196649907,0.5587044534412956,28.734969701989495,790,494,75606.03758107149
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_29.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_29.wav,urduspeech_29,True,edgetts,,6.053560927296945,463.3960166001512,547.0772128985159,581.0480535506489,170.9207656971823,0.5557620817843866,31.602324388197356,911,538,78701.42701046045
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_30.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_30.wav,urduspeech_30,True,edgetts,,6.12248820300024,502.76581534644515,455.6831586356562,470.7650981580712,147.84802791712121,0.3855932203389831,18.40632054080709,507,236,58083.102582496744
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_31.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_31.wav,urduspeech_31,True,edgetts,,6.170630091546929,421.32504659975746,394.66739468762637,398.544941150334,165.07710075776188,0.4430379746835443,21.716707815266023,896,632,79557.44375731022
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_32.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_32.wav,urduspeech_32,True,edgetts,,5.177276357541952,463.73756457480806,420.30285510761064,424.6538778525209,167.62778105747515,0.48741007194244607,24.865992741166966,787,556,65513.89400294111
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_33.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_33.wav,urduspeech_33,True,edgetts,,4.038334787347602,368.3239076349931,427.64000447241773,444.70734619718525,176.11809308213685,0.4,30.50720815555313,357,125,32306.62399963551
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_34.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_34.wav,urduspeech_34,True,edgetts,,6.449335933049014,487.56660620563196,436.8557049062255,439.5638863627681,168.58100873101208,0.38256658595641646,22.69719690563729,1155,826,101784.90629027752
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_35.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_35.wav,urduspeech_35,True,edgetts,,5.674593874882257,428.0667440887236,433.4694698963579,520.8614257420733,142.28454389559184,0.6352459016393442,30.746104577281514,741,488,56264.26457278413
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_36.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_36.wav,urduspeech_36,True,edgetts,,5.468604865785449,407.5552657373491,490.72235643029694,495.66540186815047,170.48583384792505,0.6308411214953271,30.89083945731866,932,642,71094.92720706527
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_37.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_37.wav,urduspeech_37,True,edgetts,,4.2088991688082,395.7895115224933,540.1277271992498,586.8297732705706,200.49598270216674,0.64,38.349656998225946,656,325,46930.08327844542
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_38.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_38.wav,urduspeech_38,True,edgetts,,5.334389006252607,417.2308630637982,579.9498732672,627.9367376498038,147.264828669337,0.5260869565217391,35.506699533722745,744,460,57380.79816115466
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_39.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_39.wav,urduspeech_39,True,edgetts,,7.11174104744055,462.5042767356538,487.9983738891381,494.55330936134146,187.110669427711,0.5465346534653466,26.678293399601724,838,505,91278.80620487776
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_40.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_40.wav,urduspeech_40,True,edgetts,,5.082589200699084,432.72710440744544,408.37690062950634,408.41741245951573,179.58796050468803,0.326226012793177,19.99008340263091,757,469,58249.99789233728
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_41.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_41.wav,urduspeech_41,True,edgetts,,5.360857140986274,370.0037779715414,501.6467693432438,512.8217947347881,160.48124257033248,0.4978448275862069,30.38225299648925,736,464,56677.65742319399
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_42.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_42.wav,urduspeech_42,True,edgetts,,5.52896418891214,440.5835765987519,409.25476936432557,409.2995867306764,159.03499239369728,0.40053404539385845,20.252476302185077,996,749,81227.25025582568
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_43.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_43.wav,urduspeech_43,True,edgetts,,5.180976753103682,428.7192082040864,350.9571345667974,369.9893775937994,175.91733981805658,0.3933933933933934,18.25871520926151,582,333,45192.659379092
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_44.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_44.wav,urduspeech_44,True,edgetts,,5.016588839151057,445.89124951825363,595.0258819688469,598.7653423863208,202.76721055206306,0.6349614395886889,35.32840482685537,635,389,51062.22715711515
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_45.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_45.wav,urduspeech_45,True,edgetts,,5.439106956025009,447.5427904421041,424.540678370689,450.04285190350737,154.5361590382841,0.5568965517241379,24.639895775169098,871,580,78407.33936143997
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_46.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_46.wav,urduspeech_46,True,edgetts,,5.727478332751239,468.66447358055643,509.9936190859573,510.0564609326561,194.70790183717733,0.6031746031746031,30.46077532896836,794,504,67755.83369282598
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_47.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_47.wav,urduspeech_47,True,edgetts,,5.96528606370282,406.63040980663516,515.231930195949,558.623351685871,167.545342811604,0.6149312377210217,32.414170836183274,825,509,73885.71314131161
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_48.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_48.wav,urduspeech_48,True,edgetts,,5.2679155761322285,453.04373039166836,427.5382824519302,468.82535393869557,184.44906903081568,0.4633333333333333,27.555091263842222,621,300,51172.489892467296
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_49.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_49.wav,urduspeech_49,True,edgetts,,4.25305615036839,427.9466790878082,356.597367542786,427.2071129932388,182.22769601463267,0.565068493150685,24.25108941423927,530,292,40970.38316498623
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_50.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_50.wav,urduspeech_50,True,edgetts,,5.744100005112005,453.5407242339365,498.8459335094037,546.2491485505718,173.61587967873263,0.504390243902439,28.814774991389548,1439,1025,119677.44489885462
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_51.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_51.wav,urduspeech_51,True,edgetts,,4.28601004620919,409.8233921997076,548.7063494550242,608.7398585061178,173.45627175356697,0.6214511041009464,39.50559731490256,536,317,38640.95478120594
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_52.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_52.wav,urduspeech_52,True,edgetts,,5.576516417440646,510.43958834839987,538.2327026162177,555.5737813350031,166.20034330510686,0.553125,30.237521952740458,1138,640,114524.32963436507
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_53.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_53.wav,urduspeech_53,True,edgetts,,4.840525979489931,399.19156753723195,305.11875462249134,306.6092529599257,174.23543721948317,0.30424528301886794,16.849513120161276,678,424,48846.90671492718
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_54.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_54.wav,urduspeech_54,True,edgetts,,6.661995714583554,477.5673091325605,394.23406614166345,395.54968839342314,176.16817722062194,0.4215686274509804,22.447424704093642,433,204,43902.91135297346
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_55.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_55.wav,urduspeech_55,True,edgetts,,6.30758769206069,404.19591434223827,415.1548082319747,442.7309634133561,171.40208122725826,0.5,22.78221669121952,676,434,58381.236904848
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_56.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_56.wav,urduspeech_56,True,edgetts,,5.122569448310745,402.2116686749091,502.3111916670891,553.2276365316808,184.2926055159811,0.6412698412698413,37.48678237852697,561,315,42523.9703682584
Conversational,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/reference/urduspeech_57.wav,/home/ali-jafar/Speech_Git_folder/speech-nlp/Conversational/mushra_CONV_datasets_edgetts/eval_urduspeech/generated_edgetts/urduspeech_57.wav,urduspeech_57,True,edgetts,,7.126713678026681,425.92337281228936,573.1039474826496,574.3937056560457,170.0376867182493,0.6190476190476191,32.776244590985705,1949,1302,166948.6407788251
