dataset,sample_id,urdu_text,audio_duration_sec,ref_gen_similarity,ref_self_similarity
urduspeech,urduspeech_27,میں اپنے دل کو ہر چند سنبھالتی پر اس کافر کی صورت جی میں ایسی کھپ گئی تھی، یہی جی چاہتا کہ مارے پیار کے اسے کلیجے میں ڈال رکھوں اور اپنی آنکھوں سے ایک پل جدا نہ کروں۔,13.51,0.763811469078064,1.0
urduspeech,urduspeech_28,اُس مرد آدمی نے کہا، یہ وہی کم بخت بد نصیب ہے جو حضور کی خفلی اور عطاآب میں پڑا تھا۔,7.35,0.761093258857727,1.0
urduspeech,urduspeech_29,راہ میں جو کچھ مصیبتیں قسمت میں لکھی تھیں، کینچتا ہوا اس بادشاہ زادی کی ملاقات کے بھروسے، خدا کے فضل سے یہاں تک پہنچا، اور خوش نصیبی سے تمہاری خدمت میں مشرف ہوا۔,13.894,0.7713263034820557,1.0
urduspeech,urduspeech_30,تمام دن جیسے روزہ دار شام ہونے کا انتظار کھینچتا ہے، میں نے بھی دو روز ویسی ہی بے قراری میں کاٹا۔,8.191,0.7109864950180054,1.0
urduspeech,urduspeech_31,غرض جس کے گھر میں اتنی دولت اور ایک لڑکا ہو، اس کا لاڈ پیار کا کیا ٹھکانا ہے؟,6.784,0.7444899678230286,1.0000001192092896
urduspeech,urduspeech_32,اس واسطے کہ آدمی کا دل خدا کا گھر ہے۔,3.506,0.7176293134689331,1.0
urduspeech,urduspeech_33,پچھلے پہر ڈاکا آیا، جو کچھ مال و اسباب پایا لوٹ لیا، گہنے کے لالچ سے اس بی بی کو بھی گھائل کیا۔,9.19,0.7360655069351196,1.0
urduspeech,urduspeech_34,تونے مجھے نہال کیا، لیکن مردوں کو خدا نے کمانے کے لیے بنایا ہے، گھر میں بیٹھے رہنا ان کو لازم نہیں۔,8.231,0.7237492203712463,1.0000001192092896
urduspeech,urduspeech_35,غرض، قسمت کی خوبی اس ملک کی تھی، جوایسا حاکم تشریف لایا، جس کے قدم کے فیض سے ایک عالم نے آرام پایا۔,10.677,0.7293757796287537,1.0
urduspeech,urduspeech_36," آدمان باتوں سے سوائے اُس خوج کے اور دودائیوں کے (جنھوں نے مجھے دودھ پلا کر پالا تھا) چوتھا آدمی
 کوئی واقف نہیں تھا۔",10.102,0.8016623854637146,1.0000001192092896
urduspeech,urduspeech_37,دو ہیں طبیب آ کر جمع ہوئے۔,2.207,0.7610118389129639,1.0
urduspeech,urduspeech_38,دیر نہ کیجیے، سچ ہے معشوق بن کر کچھ اچھا نہیں لگتا۔,4.843,0.7134331464767456,1.0
urduspeech,urduspeech_39,نبضِ قارورہ دیکھ کر بہت غور کیا۔,3.327,0.7740230560302734,1.0
urduspeech,urduspeech_40,جس کی یہ قدرت اور سکت ہو، سکی حمد و ثنا میں زبان انسان کی گویا گونگی ہے، کہیے تو کیا کہیے، بہتر یو ہے کہ جس بات میں دم نہ مار سکے، چُپکا ہو رہے۔,14.953,0.7538873553276062,1.0
urduspeech,urduspeech_41,پس عبادت بھی اس روز کام نہ آئے گی۔,3.786,0.678776741027832,1.0
urduspeech,urduspeech_42,فی الفور قلمدان آگے رکھ دیا۔,2.346,0.6451230645179749,1.0000001192092896
urduspeech,urduspeech_43,ہر دم اُس کی خاطر داری کرتی، آخر کو میری یہ حالت پہنچی کہ اگر ایک دم پیچھے ضروری کام کو میرے سامنے سے جاتا تو چین نہ آتا۔,10.438,0.7669619917869568,1.0
urduspeech,urduspeech_44,اندر سے گھوراکر بولے، اس وقت دروازہ کھولنے کا حکم نہیں، کیوں اتنی رات گئے تم آئے؟,6.543,0.6889055371284485,1.0
urduspeech,urduspeech_45,ندہڑک بول اٹھا کہ اب اِس طور کی زندگی کو دل نہیں چاہتا۔,5.085,0.683989405632019,1.0
urduspeech,urduspeech_46,یہ کہاوت ہے۔,1.187,0.7510120868682861,1.0
urduspeech,urduspeech_47,ایک روز ایک مصاحب دانانہ کہ خوب تواریخ دان اور جہاں دیدہ تھا، مذکور کیا کہ اگرچہ آدمی کی زندگی کا کچھ بھروسہ نہیں، لیکن اکثر وصف ایسے ہیں کہ ان کے سبب سے انسان کا نام قیامت تک زبانوں پر خوب چلا جائے گا۔,18.631,0.7513129711151123,1.0
urduspeech,urduspeech_48,ہمارے ہاتھ حاتم کا ہے؟ کوئی آوے گا اور بادشاہ روپے دلاوے گا؟,4.807,0.759076714515686,1.0
urduspeech,urduspeech_49,اس کا عذاب میرے نام لکھا جائے گا۔,2.974,0.7580358982086182,1.0
urduspeech,urduspeech_50,میں نے سارا احوال مول تول کا اور مہمانی کے بصد ہونے کا کہہ سنایا۔,5.591,0.710327684879303,1.0
urduspeech,urduspeech_51,میں نے معلوم کیا کہ اس احمق نے بڑی خواہش سے اس کو لیا ہے۔,4.557,0.7274806499481201,1.0
urduspeech,urduspeech_52,فقیر اس کے دیکھنے سے ڈر گیا۔,2.491,0.6398144960403442,1.0000001192092896
urduspeech,urduspeech_53,چندے بیکاری گزری۔,2.156,0.6720396876335144,1.0000001192092896
urduspeech,urduspeech_54,جب تھوڑی سی رات باقی رہی، بادشاہ زادی مردانہ لباس پہن کر اور پانچھو ہتھیار باندھ کر ایک ایک گھوڑے پر سوار ہوئی، اور دوسرے مرتبے پر میں مسلح ہو کر چڑھ بیٹھا، اور ایک طرف کی راہ لی۔,14.013,0.8095830082893372,1.0
urduspeech,urduspeech_55,میں حیران ہوا لیکن اپنا گھر جان کر قدم اندر رکھا۔,4.388,0.7285454869270325,1.0
urduspeech,urduspeech_56,ہر ایک سے پوچھتا پھرتا تھا کہ اس شہر میں جراح کاری گر کون ہے اور کہاں رہتا ہے؟,6.252,0.7428644895553589,1.0
urduspeech,urduspeech_57,اتنے عرصے میں یہ سب تیاری کیوں کر ہوئی؟,3.084,0.6986803412437439,1.0000001192092896
urduspeech,urduspeech_58,آدمی اناج کا کیڑا ہے۔,2.731,0.7102168202400208,1.0
urduspeech,urduspeech_59,یہ کہہ کر اسی بے ہوشی کے عالم میں دوپٹے کا آنچل منہ پر لے لیا۔,4.549,0.7321637272834778,1.0000001192092896
urduspeech,urduspeech_60,کیا جانیں یہ دیو ہیں یا غول بیابانی ہے ہیں کہ آدمی کی صورت بن کر باہم مل بیٹھے ہیں۔,7.152,0.76800936460495,1.0000001192092896
